report_id,report_type,start_date,end_date,report_content
599,Weekly,2024-05-02,2024-05-08,"Weekly production summary: Total output 31641 liters. Quality metrics within acceptable ranges. Mean quality: 3.35, Std Dev: 0.47. Mean process: 59.58, Std Dev: 8.55. Raw milk volume: 63543 liters."
600,Monthly,2024-09-08,2024-10-07,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.41, Std Dev: 0.45. Mean process: 61.04, Std Dev: 10.07. Raw milk volume: 213178 liters."
601,Weekly,2024-04-23,2024-04-29,"Weekly production summary: Total output 39016 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.51. Mean process: 57.27, Std Dev: 9.73. Raw milk volume: 55175 liters."
602,Monthly,2024-08-26,2024-09-24,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.67, Std Dev: 0.57. Mean process: 53.5, Std Dev: 10.83. Raw milk volume: 262580 liters."
603,Weekly,2024-09-15,2024-09-21,"Weekly production summary: Total output 34706 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.44. Mean process: 64.09, Std Dev: 11.54. Raw milk volume: 60524 liters."
604,Monthly,2024-08-25,2024-09-23,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.45. Mean process: 65.09, Std Dev: 10.27. Raw milk volume: 211725 liters."
605,Weekly,2024-08-03,2024-08-09,"Weekly production summary: Total output 30611 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.52. Mean process: 61.95, Std Dev: 8.67. Raw milk volume: 55736 liters."
606,Monthly,2024-10-10,2024-11-08,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.6, Std Dev: 0.56. Mean process: 58.85, Std Dev: 9.96. Raw milk volume: 204763 liters."
607,Monthly,2024-09-22,2024-10-21,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.35, Std Dev: 0.53. Mean process: 62.86, Std Dev: 9.94. Raw milk volume: 224420 liters."
608,Monthly,2024-10-09,2024-11-07,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.48. Mean process: 62.82, Std Dev: 8.98. Raw milk volume: 201214 liters."
609,Monthly,2024-08-10,2024-09-08,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.49. Mean process: 61.13, Std Dev: 9.63. Raw milk volume: 214064 liters."
610,Monthly,2024-06-16,2024-07-15,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.54. Mean process: 57.82, Std Dev: 8.39. Raw milk volume: 284058 liters."
611,Monthly,2024-10-11,2024-11-09,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.67, Std Dev: 0.57. Mean process: 53.54, Std Dev: 10.69. Raw milk volume: 266088 liters."
612,Monthly,2024-06-13,2024-07-12,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.51. Mean process: 61.47, Std Dev: 9.77. Raw milk volume: 214764 liters."
613,Monthly,2024-05-23,2024-06-21,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.42, Std Dev: 0.47. Mean process: 55.42, Std Dev: 9.17. Raw milk volume: 284972 liters."
614,Monthly,2024-09-08,2024-10-07,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.46. Mean process: 63.41, Std Dev: 11.49. Raw milk volume: 201846 liters."
615,Monthly,2024-09-22,2024-10-21,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.51. Mean process: 62.5, Std Dev: 10.47. Raw milk volume: 274420 liters."
616,Weekly,2024-05-26,2024-06-01,"Weekly production summary: Total output 36643 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.54. Mean process: 62.41, Std Dev: 8.76. Raw milk volume: 64014 liters."
617,Monthly,2024-05-08,2024-06-06,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.54. Mean process: 56.18, Std Dev: 10.04. Raw milk volume: 287720 liters."
618,Weekly,2024-05-27,2024-06-02,"Weekly production summary: Total output 32303 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.49. Mean process: 65.36, Std Dev: 12.36. Raw milk volume: 65645 liters."
619,Monthly,2024-06-09,2024-07-08,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.42, Std Dev: 0.43. Mean process: 61.52, Std Dev: 10.72. Raw milk volume: 234181 liters."
620,Monthly,2024-06-06,2024-07-05,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.57. Mean process: 53.31, Std Dev: 10.69. Raw milk volume: 298796 liters."
621,Monthly,2024-06-25,2024-07-24,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.59. Mean process: 69.96, Std Dev: 9.23. Raw milk volume: 276344 liters."
622,Weekly,2024-06-11,2024-06-17,"Weekly production summary: Total output 35890 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.54. Mean process: 58.06, Std Dev: 9.95. Raw milk volume: 57743 liters."
623,Weekly,2024-08-29,2024-09-04,"Weekly production summary: Total output 31936 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.4. Mean process: 59.93, Std Dev: 9.31. Raw milk volume: 65250 liters."
624,Monthly,2024-05-23,2024-06-21,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.57. Mean process: 53.72, Std Dev: 10.81. Raw milk volume: 289925 liters."
625,Monthly,2024-09-03,2024-10-02,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.49. Mean process: 63.95, Std Dev: 10.34. Raw milk volume: 283717 liters."
626,Monthly,2024-07-02,2024-07-31,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.55. Mean process: 58.34, Std Dev: 9.39. Raw milk volume: 228947 liters."
627,Weekly,2024-05-17,2024-05-23,"Weekly production summary: Total output 37834 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.46. Mean process: 74.75, Std Dev: 11.24. Raw milk volume: 55019 liters."
628,Monthly,2024-09-14,2024-10-13,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.36, Std Dev: 0.43. Mean process: 62.41, Std Dev: 10.55. Raw milk volume: 248971 liters."
629,Monthly,2024-09-05,2024-10-04,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.49. Mean process: 59.37, Std Dev: 10.33. Raw milk volume: 261712 liters."
630,Weekly,2024-09-16,2024-09-22,"Weekly production summary: Total output 34054 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.39. Mean process: 58.85, Std Dev: 9.15. Raw milk volume: 69523 liters."
631,Weekly,2024-08-02,2024-08-08,"Weekly production summary: Total output 37319 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.65. Mean process: 61.84, Std Dev: 9.69. Raw milk volume: 67307 liters."
632,Monthly,2024-05-07,2024-06-05,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.52. Mean process: 62.1, Std Dev: 10.61. Raw milk volume: 214707 liters."
633,Weekly,2024-09-29,2024-10-05,"Weekly production summary: Total output 38972 liters. Quality metrics within acceptable ranges. Mean quality: 3.71, Std Dev: 0.44. Mean process: 62.37, Std Dev: 9.07. Raw milk volume: 66563 liters."
634,Weekly,2024-08-11,2024-08-17,"Weekly production summary: Total output 38792 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.45. Mean process: 57.91, Std Dev: 9.7. Raw milk volume: 54910 liters."
635,Weekly,2024-06-24,2024-06-30,"Weekly production summary: Total output 38525 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.55. Mean process: 53.77, Std Dev: 10.05. Raw milk volume: 64478 liters."
636,Weekly,2024-09-01,2024-09-07,"Weekly production summary: Total output 33365 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.44. Mean process: 58.91, Std Dev: 9.69. Raw milk volume: 69108 liters."
637,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.74, Std Dev: 0.52. Mean process: 53.11, Std Dev: 9.44. Raw milk volume: 258390 liters."
638,Weekly,2024-07-19,2024-07-25,"Weekly production summary: Total output 32161 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.6. Mean process: 52.07, Std Dev: 8.12. Raw milk volume: 66818 liters."
639,Monthly,2024-07-19,2024-08-17,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.69, Std Dev: 0.52. Mean process: 55.66, Std Dev: 10.53. Raw milk volume: 207567 liters."
640,Monthly,2024-08-30,2024-09-28,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.24, Std Dev: 0.5. Mean process: 61.64, Std Dev: 10.92. Raw milk volume: 294801 liters."
641,Weekly,2024-07-07,2024-07-13,"Weekly production summary: Total output 34169 liters. Quality metrics within acceptable ranges. Mean quality: 3.4, Std Dev: 0.5. Mean process: 55.37, Std Dev: 10.26. Raw milk volume: 50098 liters."
642,Weekly,2024-08-12,2024-08-18,"Weekly production summary: Total output 31196 liters. Quality metrics within acceptable ranges. Mean quality: 3.41, Std Dev: 0.48. Mean process: 55.02, Std Dev: 10.65. Raw milk volume: 51484 liters."
643,Monthly,2024-06-27,2024-07-26,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.49. Mean process: 60.19, Std Dev: 8.55. Raw milk volume: 270931 liters."
644,Weekly,2024-10-12,2024-10-18,"Weekly production summary: Total output 31130 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.5. Mean process: 73.1, Std Dev: 8.89. Raw milk volume: 65468 liters."
645,Weekly,2024-06-16,2024-06-22,"Weekly production summary: Total output 36698 liters. Quality metrics within acceptable ranges. Mean quality: 3.65, Std Dev: 0.55. Mean process: 61.4, Std Dev: 11.76. Raw milk volume: 55897 liters."
646,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 36887 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.52. Mean process: 59.73, Std Dev: 11.22. Raw milk volume: 62270 liters."
647,Monthly,2024-07-18,2024-08-16,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.47. Mean process: 53.4, Std Dev: 9.8. Raw milk volume: 249236 liters."
648,Weekly,2024-09-01,2024-09-07,"Weekly production summary: Total output 38835 liters. Quality metrics within acceptable ranges. Mean quality: 3.42, Std Dev: 0.5. Mean process: 66.19, Std Dev: 9.54. Raw milk volume: 54357 liters."
649,Monthly,2024-05-15,2024-06-13,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.5. Mean process: 64.24, Std Dev: 7.75. Raw milk volume: 270419 liters."
650,Monthly,2024-08-02,2024-08-31,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.51. Mean process: 66.0, Std Dev: 9.51. Raw milk volume: 295401 liters."
651,Weekly,2024-10-01,2024-10-07,"Weekly production summary: Total output 30056 liters. Quality metrics within acceptable ranges. Mean quality: 3.31, Std Dev: 0.53. Mean process: 56.82, Std Dev: 8.81. Raw milk volume: 50744 liters."
652,Monthly,2024-07-20,2024-08-18,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.49. Mean process: 56.98, Std Dev: 7.79. Raw milk volume: 294253 liters."
653,Monthly,2024-08-03,2024-09-01,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.56. Mean process: 63.26, Std Dev: 8.86. Raw milk volume: 230102 liters."
654,Weekly,2024-07-20,2024-07-26,"Weekly production summary: Total output 35671 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.5. Mean process: 62.99, Std Dev: 10.67. Raw milk volume: 55083 liters."
655,Monthly,2024-05-28,2024-06-26,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.5. Mean process: 62.29, Std Dev: 11.46. Raw milk volume: 204222 liters."
656,Monthly,2024-08-19,2024-09-17,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.54. Mean process: 60.42, Std Dev: 11.41. Raw milk volume: 231544 liters."
657,Weekly,2024-05-05,2024-05-11,"Weekly production summary: Total output 31653 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.46. Mean process: 67.02, Std Dev: 10.7. Raw milk volume: 69462 liters."
658,Weekly,2024-07-17,2024-07-23,"Weekly production summary: Total output 39794 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.48. Mean process: 61.48, Std Dev: 10.46. Raw milk volume: 51595 liters."
659,Weekly,2024-09-12,2024-09-18,"Weekly production summary: Total output 30724 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.52. Mean process: 68.5, Std Dev: 11.07. Raw milk volume: 63181 liters."
660,Monthly,2024-06-06,2024-07-05,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.55. Mean process: 54.84, Std Dev: 10.4. Raw milk volume: 228477 liters."
661,Weekly,2024-05-19,2024-05-25,"Weekly production summary: Total output 38255 liters. Quality metrics within acceptable ranges. Mean quality: 3.68, Std Dev: 0.49. Mean process: 55.76, Std Dev: 9.35. Raw milk volume: 59478 liters."
662,Weekly,2024-09-27,2024-10-03,"Weekly production summary: Total output 39438 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.46. Mean process: 58.15, Std Dev: 8.59. Raw milk volume: 60449 liters."
663,Monthly,2024-06-07,2024-07-06,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.55. Mean process: 55.46, Std Dev: 11.52. Raw milk volume: 218777 liters."
664,Weekly,2024-07-11,2024-07-17,"Weekly production summary: Total output 34923 liters. Quality metrics within acceptable ranges. Mean quality: 3.55, Std Dev: 0.55. Mean process: 56.71, Std Dev: 10.85. Raw milk volume: 59016 liters."
665,Weekly,2024-08-08,2024-08-14,"Weekly production summary: Total output 39693 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.54. Mean process: 60.86, Std Dev: 10.55. Raw milk volume: 55738 liters."
666,Monthly,2024-08-07,2024-09-05,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.46. Mean process: 62.99, Std Dev: 9.05. Raw milk volume: 206145 liters."
667,Monthly,2024-08-24,2024-09-22,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.43. Mean process: 64.24, Std Dev: 8.77. Raw milk volume: 249958 liters."
668,Monthly,2024-09-04,2024-10-03,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.53. Mean process: 56.52, Std Dev: 10.58. Raw milk volume: 253511 liters."
669,Weekly,2024-06-19,2024-06-25,"Weekly production summary: Total output 36167 liters. Quality metrics within acceptable ranges. Mean quality: 3.53, Std Dev: 0.47. Mean process: 54.96, Std Dev: 8.04. Raw milk volume: 56025 liters."
670,Monthly,2024-06-07,2024-07-06,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.42. Mean process: 60.48, Std Dev: 9.74. Raw milk volume: 239418 liters."
671,Weekly,2024-09-25,2024-10-01,"Weekly production summary: Total output 37586 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.48. Mean process: 58.35, Std Dev: 10.73. Raw milk volume: 51888 liters."
672,Monthly,2024-07-11,2024-08-09,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.52. Mean process: 62.35, Std Dev: 8.46. Raw milk volume: 269467 liters."
673,Weekly,2024-07-06,2024-07-12,"Weekly production summary: Total output 33978 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.53. Mean process: 54.92, Std Dev: 9.76. Raw milk volume: 58355 liters."
674,Weekly,2024-06-25,2024-07-01,"Weekly production summary: Total output 31295 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.49. Mean process: 61.67, Std Dev: 11.43. Raw milk volume: 64738 liters."
675,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.43. Mean process: 63.11, Std Dev: 11.33. Raw milk volume: 294972 liters."
676,Weekly,2024-05-02,2024-05-08,"Weekly production summary: Total output 34398 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.55. Mean process: 70.06, Std Dev: 11.02. Raw milk volume: 62359 liters."
677,Weekly,2024-10-08,2024-10-14,"Weekly production summary: Total output 31192 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.55. Mean process: 60.72, Std Dev: 10.02. Raw milk volume: 56165 liters."
678,Weekly,2024-07-24,2024-07-30,"Weekly production summary: Total output 33422 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.58. Mean process: 55.91, Std Dev: 11.53. Raw milk volume: 60910 liters."
679,Monthly,2024-10-15,2024-11-13,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.43. Mean process: 61.84, Std Dev: 7.9. Raw milk volume: 227762 liters."
680,Weekly,2024-09-12,2024-09-18,"Weekly production summary: Total output 31922 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.54. Mean process: 57.04, Std Dev: 10.12. Raw milk volume: 65693 liters."
681,Weekly,2024-09-04,2024-09-10,"Weekly production summary: Total output 39902 liters. Quality metrics within acceptable ranges. Mean quality: 3.7, Std Dev: 0.47. Mean process: 54.71, Std Dev: 11.48. Raw milk volume: 56701 liters."
682,Monthly,2024-10-16,2024-11-14,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.7, Std Dev: 0.5. Mean process: 65.06, Std Dev: 11.34. Raw milk volume: 272362 liters."
683,Monthly,2024-09-19,2024-10-18,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.48. Mean process: 66.15, Std Dev: 11.69. Raw milk volume: 249894 liters."
684,Monthly,2024-08-03,2024-09-01,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.46. Mean process: 69.94, Std Dev: 9.47. Raw milk volume: 247088 liters."
685,Monthly,2024-06-11,2024-07-10,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.52. Mean process: 67.77, Std Dev: 10.85. Raw milk volume: 267215 liters."
686,Monthly,2024-07-21,2024-08-19,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.52. Mean process: 60.22, Std Dev: 10.56. Raw milk volume: 294688 liters."
687,Monthly,2024-09-16,2024-10-15,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.25, Std Dev: 0.49. Mean process: 61.21, Std Dev: 8.85. Raw milk volume: 226624 liters."
688,Monthly,2024-06-21,2024-07-20,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.49. Mean process: 68.78, Std Dev: 11.57. Raw milk volume: 205992 liters."
689,Weekly,2024-09-12,2024-09-18,"Weekly production summary: Total output 32390 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.49. Mean process: 59.63, Std Dev: 9.55. Raw milk volume: 50531 liters."
690,Monthly,2024-08-07,2024-09-05,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.46. Mean process: 54.35, Std Dev: 10.62. Raw milk volume: 275909 liters."
691,Monthly,2024-06-18,2024-07-17,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.46. Mean process: 64.48, Std Dev: 9.37. Raw milk volume: 225715 liters."
692,Monthly,2024-06-05,2024-07-04,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.54. Mean process: 59.83, Std Dev: 10.45. Raw milk volume: 274683 liters."
693,Weekly,2024-07-27,2024-08-02,"Weekly production summary: Total output 39021 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.49. Mean process: 58.97, Std Dev: 9.25. Raw milk volume: 61061 liters."
694,Monthly,2024-09-17,2024-10-16,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.42. Mean process: 57.54, Std Dev: 9.72. Raw milk volume: 294838 liters."
695,Monthly,2024-07-20,2024-08-18,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.49. Mean process: 59.69, Std Dev: 10.48. Raw milk volume: 296045 liters."
696,Monthly,2024-05-24,2024-06-22,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.47. Mean process: 53.98, Std Dev: 8.96. Raw milk volume: 294412 liters."
697,Monthly,2024-05-27,2024-06-25,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.48. Mean process: 56.15, Std Dev: 8.7. Raw milk volume: 284123 liters."
698,Weekly,2024-08-01,2024-08-07,"Weekly production summary: Total output 30554 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.51. Mean process: 62.98, Std Dev: 9.44. Raw milk volume: 52435 liters."
699,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 30104 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.45. Mean process: 59.84, Std Dev: 9.15. Raw milk volume: 63513 liters."
700,Weekly,2024-10-02,2024-10-08,"Weekly production summary: Total output 33791 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.41. Mean process: 58.2, Std Dev: 10.3. Raw milk volume: 52227 liters."
